Alloy System,Composition,AM_beg,AM_end,Critical Cooling Rate,Element A,Element B,Xtal A,Xtal B,rA,rB,Amorphous Range,Glassy Alloys,Max deltaq / PP,deltaH,r_bar,size_diff,size_ratio,size_range,DeltaH,cohesiveE_A,cohesiveE_B,H_norm,CrystalMismatch0,CrystalMismatch1,LiquidusT,MeltingT_A,MeltingT_B,Tmean
MoCu,0.78,,,11.9408,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,128.85999999999999,0.04179110620886285,1.1031746031746033,13.0,6.5207999999999995,6.82,3.49,10.7434,0.17159999999999997,6.449600000000001,2785.6,2896.15,1358.15,1696.5100000000002
MoCu,0.79,,,12.0092,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,128.73,0.04113265813833786,1.1031746031746033,13.0,6.3042,6.82,3.49,10.493500000000001,0.1659,6.7004,2787.85,2896.15,1358.15,1681.13
MoCu,0.8,,,12.080000000000002,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,128.6,0.04043545878693621,1.1031746031746033,13.0,6.079999999999999,6.82,3.49,10.235999999999999,0.15999999999999998,6.960000000000001,2785.6,2896.15,1358.15,1665.75
MoCu,0.81,,,12.1532,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,128.47,0.039697297142855054,1.1031746031746033,13.0,5.8481999999999985,6.82,3.49,9.970899999999999,0.15389999999999995,7.2284000000000015,2785.6,2896.15,1358.15,1650.3700000000001
MoCu,0.8200000000000001,,,12.2288,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,128.34,0.03891566857719822,1.1031746031746033,13.0,5.608799999999999,6.82,3.49,9.6982,0.14759999999999995,7.505600000000001,2785.6,2896.15,1358.15,1634.99
MoCu,0.8300000000000001,,,12.306799999999999,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,128.21,0.03808771852786965,1.1031746031746033,13.0,5.361799999999998,6.82,3.49,9.417899999999998,0.14109999999999995,7.791600000000002,2785.6,2896.15,1358.15,1619.6100000000001
MoCu,0.84,,,12.3872,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,128.07999999999998,0.037210171164538335,1.1031746031746033,13.0,5.107200000000001,6.82,3.49,9.13,0.13440000000000002,8.086399999999998,2787.85,2896.15,1358.15,1604.23
MoCu,0.85,,,12.469999999999999,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,127.94999999999999,0.036279237815966044,1.1031746031746033,13.0,4.845000000000001,6.82,3.49,8.8345,0.1275,8.39,2787.85,2896.15,1358.15,1588.8500000000001
MoCu,0.86,,,12.5552,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,127.82,0.03529049764476093,1.1031746031746033,13.0,4.575200000000001,6.82,3.49,8.531400000000001,0.12040000000000001,8.7024,2787.85,2896.15,1358.15,1573.47
MoCu,0.87,,,12.6428,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,127.69,0.03423873950511441,1.1031746031746033,13.0,4.2978000000000005,6.82,3.49,8.2207,0.1131,9.0236,2787.85,2896.15,1358.15,1558.0900000000001
MoCu,0.88,,,12.7328,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,127.56,0.033117748278541095,1.1031746031746033,13.0,4.0127999999999995,6.82,3.49,7.9024,0.1056,9.3536,2787.85,2896.15,1358.15,1542.71
MoCu,0.89,,,12.8252,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,127.42999999999999,0.0319200097328896,1.1031746031746033,13.0,3.7201999999999997,6.82,3.49,7.576499999999999,0.09789999999999999,9.6924,2785.6,2896.15,1358.15,1527.33
MoCu,0.9,,,12.92,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,127.3,0.030636292223095083,1.1031746031746033,13.0,3.4199999999999995,6.82,3.49,7.243,0.08999999999999998,10.040000000000001,2787.85,2896.15,1358.15,1511.95
MoCu,0.91,,,13.0172,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,127.17,0.0292550356650632,1.1031746031746033,13.0,3.1121999999999987,6.82,3.49,6.9018999999999995,0.08189999999999997,10.396400000000002,2802.15,2896.15,1358.15,1496.57
MoCu,0.92,,,13.1168,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,127.03999999999999,0.02776142625334648,1.1031746031746033,13.0,2.796799999999999,6.82,3.49,6.553199999999999,0.07359999999999997,10.761600000000001,2803.85,2896.15,1358.15,1481.19
MoCu,0.93,,,13.2188,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,126.91,0.026135932659089096,1.1031746031746033,13.0,2.4737999999999984,6.82,3.49,6.1968999999999985,0.06509999999999996,11.135600000000002,2813.23,2896.15,1358.15,1465.81
MoCu,0.9400000000000001,,,13.3232,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,126.78,0.024351861039831668,1.1031746031746033,13.0,2.143199999999998,6.82,3.49,5.832999999999998,0.05639999999999995,11.518400000000003,2832.25,2896.15,1358.15,1450.4299999999998
MoCu,0.9500000000000001,,,13.43,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,126.64999999999999,0.022370977602064274,1.1031746031746033,13.0,1.8049999999999977,6.82,3.49,5.461499999999998,0.04749999999999994,11.910000000000002,2833.9100000000003,2896.15,1358.15,1435.05
MoCu,0.96,,,13.5392,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,126.52,0.020134914104446015,1.1031746031746033,13.0,1.4592000000000012,6.82,3.49,5.082400000000002,0.03840000000000003,12.310399999999998,2845.19,2896.15,1358.15,1419.67
MoCu,0.97,,,13.6508,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,126.39,0.017545959919298672,1.1031746031746033,13.0,1.105800000000001,6.82,3.49,4.695700000000001,0.029100000000000025,12.7196,2857.1,2896.15,1358.15,1404.2900000000002
MoCu,0.98,,,13.7648,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,126.26,0.014414699825756386,1.1031746031746033,13.0,0.7448000000000007,6.82,3.49,4.301400000000001,0.019600000000000017,13.137599999999999,2869.62,2896.15,1358.15,1388.91
MoCu,0.99,,,13.8812,Mo,Cu,BCC,FCC,139.0,126.0,0.0,0,,19.0,126.13,0.010255162675323913,1.1031746031746033,13.0,0.3762000000000003,6.82,3.49,3.8995000000000006,0.00990000000000001,13.5644,2882.75,2896.15,1358.15,1373.5300000000002
TiZr,0.01,,,13.8812,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,142.16000000000003,0.01119850801470591,1.1126760563380282,16.0,0.0,4.85,6.25,4.864,0.0,13.8416,1937.56,1943.15,2128.15,1945.0000000000002
TiZr,0.02,,,13.7648,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,142.32,0.015739179314221478,1.1126760563380282,16.0,0.0,4.85,6.25,4.877999999999999,0.0,13.6864,1932.15,1943.15,2128.15,1946.8500000000001
TiZr,0.03,,,13.6508,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,142.48000000000002,0.019156341503910133,1.1126760563380282,16.0,0.0,4.85,6.25,4.8919999999999995,0.0,13.5344,1928.54,1943.15,2128.15,1948.7
TiZr,0.04,,,13.5392,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,142.64,0.021980838970572562,1.1126760563380282,16.0,0.0,4.85,6.25,4.906,0.0,13.3856,1924.93,1943.15,2128.15,1950.55
TiZr,0.05,,,13.43,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,142.8,0.024419601924597596,1.1126760563380282,16.0,0.0,4.85,6.25,4.919999999999999,0.0,13.24,1921.32,1943.15,2128.15,1952.4
TiZr,0.06,,,13.3232,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,142.95999999999998,0.026579389114802298,1.1126760563380282,16.0,0.0,4.85,6.25,4.933999999999999,0.0,13.0976,1916.99,1943.15,2128.15,1954.25
TiZr,0.07,,,13.2188,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,143.12,0.0285239817153115,1.1126760563380282,16.0,0.0,4.85,6.25,4.9479999999999995,0.0,12.9584,1912.66,1943.15,2128.15,1956.1
TiZr,0.08,,,13.1168,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,143.28000000000003,0.030295164637075475,1.1126760563380282,16.0,0.0,4.85,6.25,4.962,0.0,12.8224,1909.42,1943.15,2128.15,1957.95
TiZr,0.09,,,13.017199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,143.44,0.031922114938659645,1.1126760563380282,16.0,0.0,4.85,6.25,4.976,0.0,12.6896,1906.17,1943.15,2128.15,1959.8000000000002
TiZr,0.1,,,12.92,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,143.6,0.03342618384401114,1.1126760563380282,16.0,0.0,4.85,6.25,4.99,0.0,12.56,1901.84,1943.15,2128.15,1961.65
TiZr,0.11,,,12.825199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,143.76,0.03482356782896387,1.1126760563380282,16.0,0.0,4.85,6.25,5.004,0.0,12.4336,1897.51,1943.15,2128.15,1963.5000000000002
TiZr,0.12,,,12.7328,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,143.92,0.03612690785830334,1.1126760563380282,16.0,0.0,4.85,6.25,5.018,0.0,12.3104,1893.18,1943.15,2128.15,1965.35
TiZr,0.13,,,12.6428,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,144.08,0.037346300323820636,1.1126760563380282,16.0,0.0,4.85,6.25,5.032,0.0,12.1904,1888.85,1943.15,2128.15,1967.2
TiZr,0.14,,,12.5552,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,144.24,0.038489964665329945,1.1126760563380282,16.0,0.0,4.85,6.25,5.045999999999999,0.0,12.073599999999999,1884.52,1943.15,2128.15,1969.0500000000002
TiZr,0.15,,,12.469999999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,144.4,0.03956470043514046,1.1126760563380282,16.0,0.0,4.85,6.25,5.06,0.0,11.96,1880.19,1943.15,2128.15,1970.9
TiZr,0.16,,,12.3872,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,144.56,0.040576209805917765,1.1126760563380282,16.0,0.0,4.85,6.25,5.074,0.0,11.8496,1876.94,1943.15,2128.15,1972.75
TiZr,0.17,,,12.306799999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,144.72,0.041529331058027544,1.1126760563380282,16.0,0.0,4.85,6.25,5.087999999999999,0.0,11.7424,1873.69,1943.15,2128.15,1974.6
TiZr,0.18,,,12.2288,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,144.88,0.04242821140209504,1.1126760563380282,16.0,0.0,4.85,6.25,5.102,0.0,11.6384,1869.36,1943.15,2128.15,1976.4500000000003
TiZr,0.19,,,12.1532,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,145.04000000000002,0.04327643738760736,1.1126760563380282,16.0,0.0,4.85,6.25,5.116,0.0,11.5376,1865.03,1943.15,2128.15,1978.3000000000002
TiZr,0.2,,,12.08,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,145.20000000000002,0.044077134986225855,1.1126760563380282,16.0,0.0,4.85,6.25,5.13,0.0,11.44,1860.7,1943.15,2128.15,1980.1500000000003
TiZr,0.21,,,12.0092,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,145.36,0.044833047560630286,1.1126760563380282,16.0,0.0,4.85,6.25,5.144,0.0,11.345600000000001,1857.45,1943.15,2128.15,1982.0
TiZr,0.22,,,11.9408,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,145.52,0.04554659742101803,1.1126760563380282,16.0,0.0,4.85,6.25,5.1579999999999995,0.0,11.2544,1853.12,1943.15,2128.15,1983.8500000000001
TiZr,0.23,,,11.874799999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,145.68,0.04621993500823904,1.1126760563380282,16.0,0.0,4.85,6.25,5.172,0.0,11.1664,1849.88,1943.15,2128.15,1985.7
TiZr,0.24,,,11.8112,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,145.84,0.046854978615606425,1.1126760563380282,16.0,0.0,4.85,6.25,5.186,0.0,11.0816,1845.55,1943.15,2128.15,1987.5500000000002
TiZr,0.25,,,11.75,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,146.0,0.04745344678270901,1.1126760563380282,16.0,0.0,4.85,6.25,5.199999999999999,0.0,11.0,1842.3,1943.15,2128.15,1989.4
TiZr,0.26,,,11.691199999999998,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,146.16,0.04801688494682281,1.1126760563380282,16.0,0.0,4.85,6.25,5.2139999999999995,0.0,10.9216,1839.05,1943.15,2128.15,1991.25
TiZr,0.27,,,11.634799999999998,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,146.32,0.04854668754603194,1.1126760563380282,16.0,0.0,4.85,6.25,5.228,0.0,10.8464,1835.8,1943.15,2128.15,1993.1000000000001
TiZr,0.28,,,11.5808,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,146.48,0.049044116484202364,1.1126760563380282,16.0,0.0,4.85,6.25,5.242,0.0,10.7744,1832.55,1943.15,2128.15,1994.95
TiZr,0.29,,,11.5292,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,146.64,0.049510316659196654,1.1126760563380282,16.0,0.0,4.85,6.25,5.255999999999999,0.0,10.7056,1828.9433333333334,1943.15,2128.15,1996.8000000000002
TiZr,0.3,,,11.48,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,146.79999999999998,0.0499463291003361,1.1126760563380282,16.0,0.0,4.85,6.25,5.27,0.0,10.64,1825.3366666666666,1943.15,2128.15,1998.65
TiZr,0.31,,,11.4332,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,146.95999999999998,0.050353102144135756,1.1126760563380282,16.0,0.0,4.85,6.25,5.283999999999999,0.0,10.5776,1821.73,1943.15,2128.15,2000.5
TiZr,0.32,,,11.3888,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,147.12,0.05073150098832233,1.1126760563380282,16.0,0.0,4.85,6.25,5.298,0.0,10.5184,1819.56,1943.15,2128.15,2002.35
TiZr,0.33,,,11.346799999999998,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,147.27999999999997,0.0510823158957469,1.1126760563380282,16.0,0.0,4.85,6.25,5.311999999999999,0.0,10.4624,1817.4,1943.15,2128.15,2004.2
TiZr,0.34,,,11.307199999999998,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,147.44,0.05140626926674776,1.1126760563380282,16.0,0.0,4.85,6.25,5.325999999999999,0.0,10.409600000000001,1815.23,1943.15,2128.15,2006.0499999999997
TiZr,0.35000000000000003,,,11.27,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,147.6,0.05170402175701599,1.1126760563380282,16.0,0.0,4.85,6.25,5.34,0.0,10.36,1814.15,1943.15,2128.15,2007.9
TiZr,0.36,,,11.235199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,147.76,0.0519761775852734,1.1126760563380282,16.0,0.0,4.85,6.25,5.353999999999999,0.0,10.313600000000001,1811.99,1943.15,2128.15,2009.75
TiZr,0.37,,,11.2028,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,147.92,0.05222328914904623,1.1126760563380282,16.0,0.0,4.85,6.25,5.368,0.0,10.2704,1811.99,1943.15,2128.15,2011.6000000000001
TiZr,0.38,,,11.172799999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,148.08,0.052445861045971265,1.1126760563380282,16.0,0.0,4.85,6.25,5.382,0.0,10.2304,1810.9,1943.15,2128.15,2013.4500000000003
TiZr,0.39,,,11.145199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,148.24,0.05264435358125073,1.1126760563380282,16.0,0.0,4.85,6.25,5.396,0.0,10.1936,1810.9,1943.15,2128.15,2015.3000000000002
TiZr,0.4,,,11.12,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,148.4,0.05281918582820874,1.1126760563380282,16.0,0.0,4.85,6.25,5.41,0.0,10.16,1810.9,1943.15,2128.15,2017.15
TiZr,0.41000000000000003,,,11.097199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,148.56,0.05297073829771862,1.1126760563380282,16.0,0.0,4.85,6.25,5.4239999999999995,0.0,10.1296,1810.9,1943.15,2128.15,2019.0
TiZr,0.42,,,11.076799999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,148.72000000000003,0.053099355263057875,1.1126760563380282,16.0,0.0,4.85,6.25,5.438000000000001,0.0,10.1024,1811.99,1943.15,2128.15,2020.8500000000004
TiZr,0.43,,,11.0588,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,148.88,0.05320534677909324,1.1126760563380282,16.0,0.0,4.85,6.25,5.452,0.0,10.0784,1813.07,1943.15,2128.15,2022.7000000000003
TiZr,0.44,,,11.043199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,149.04000000000002,0.05328899042830208,1.1126760563380282,16.0,0.0,4.85,6.25,5.466,0.0,10.057599999999999,1815.23,1943.15,2128.15,2024.5500000000002
TiZr,0.45,,,11.03,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,149.20000000000002,0.053350532820730275,1.1126760563380282,16.0,0.0,4.85,6.25,5.48,0.0,10.04,1818.1166666666668,1943.15,2128.15,2026.4
TiZr,0.46,,,11.019199999999998,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,149.36,0.05339019087038939,1.1126760563380282,16.0,0.0,4.85,6.25,5.494,0.0,10.025599999999999,1821.0033333333333,1943.15,2128.15,2028.2500000000002
TiZr,0.47000000000000003,,,11.0108,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,149.52,0.05340815286663579,1.1126760563380282,16.0,0.0,4.85,6.25,5.508,0.0,10.0144,1823.89,1943.15,2128.15,2030.1000000000001
TiZr,0.48,,,11.0048,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,149.68,0.053404579355624995,1.1126760563380282,16.0,0.0,4.85,6.25,5.522,0.0,10.0064,1827.14,1943.15,2128.15,2031.9500000000003
TiZr,0.49,,,11.001199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,149.84,0.05337960384388671,1.1126760563380282,16.0,0.0,4.85,6.25,5.536,0.0,10.0016,1830.39,1943.15,2128.15,2033.8000000000002
TiZr,0.5,,,11.0,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,150.0,0.05333333333333329,1.1126760563380282,16.0,0.0,4.85,6.25,5.55,0.0,10.0,1834.72,1943.15,2128.15,2035.65
TiZr,0.51,,,11.001199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,150.16,0.05326584869451246,1.1126760563380282,16.0,0.0,4.85,6.25,5.564,0.0,10.0016,1839.05,1943.15,2128.15,2037.5
TiZr,0.52,,,11.0048,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,150.32,0.05317720488258348,1.1126760563380282,16.0,0.0,4.85,6.25,5.577999999999999,0.0,10.0064,1843.38,1943.15,2128.15,2039.3500000000001
TiZr,0.53,,,11.0108,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,150.48000000000002,0.053067430998268085,1.1126760563380282,16.0,0.0,4.85,6.25,5.592,0.0,10.0144,1847.71,1943.15,2128.15,2041.2000000000003
TiZr,0.54,,,11.0192,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,150.64,0.052936530193848585,1.1126760563380282,16.0,0.0,4.85,6.25,5.606,0.0,10.0256,1852.04,1943.15,2128.15,2043.05
TiZr,0.55,,,11.03,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,150.8,0.05278447942210187,1.1126760563380282,16.0,0.0,4.85,6.25,5.62,0.0,10.04,1857.45,1943.15,2128.15,2044.9
TiZr,0.56,,,11.043199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,150.95999999999998,0.05261122902380861,1.1126760563380282,16.0,0.0,4.85,6.25,5.634,0.0,10.0576,1862.87,1943.15,2128.15,2046.75
TiZr,0.5700000000000001,,,11.0588,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,151.12,0.05241670214711088,1.1126760563380282,16.0,0.0,4.85,6.25,5.648,0.0,10.0784,1868.28,1943.15,2128.15,2048.6000000000004
TiZr,0.58,,,11.076799999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,151.28,0.052200793989436514,1.1126760563380282,16.0,0.0,4.85,6.25,5.661999999999999,0.0,10.1024,1873.69,1943.15,2128.15,2050.4500000000003
TiZr,0.59,,,11.097199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,151.44,0.051963370849901436,1.1126760563380282,16.0,0.0,4.85,6.25,5.676,0.0,10.1296,1879.1,1943.15,2128.15,2052.3
TiZr,0.6,,,11.12,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,151.6,0.0517042689769536,1.1126760563380282,16.0,0.0,4.85,6.25,5.6899999999999995,0.0,10.16,1884.52,1943.15,2128.15,2054.15
TiZr,0.61,,,11.145199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,151.76,0.051423293192439504,1.1126760563380282,16.0,0.0,4.85,6.25,5.704,0.0,10.1936,1891.01,1943.15,2128.15,2056.0
TiZr,0.62,,,11.172799999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,151.92,0.05112021526913787,1.1126760563380282,16.0,0.0,4.85,6.25,5.718,0.0,10.2304,1897.51,1943.15,2128.15,2057.85
TiZr,0.63,,,11.2028,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,152.08,0.050794772033975075,1.1126760563380282,16.0,0.0,4.85,6.25,5.731999999999999,0.0,10.2704,1902.92,1943.15,2128.15,2059.7
TiZr,0.64,,,11.235199999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,152.24,0.05044666316342617,1.1126760563380282,16.0,0.0,4.85,6.25,5.7459999999999996,0.0,10.313600000000001,1909.42,1943.15,2128.15,2061.55
TiZr,0.65,,,11.27,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,152.4,0.05007554863081074,1.1126760563380282,16.0,0.0,4.85,6.25,5.76,0.0,10.36,1914.83,1943.15,2128.15,2063.4
TiZr,0.66,,,11.307199999999998,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,152.56,0.04968104575700897,1.1126760563380282,16.0,0.0,4.85,6.25,5.774,0.0,10.409600000000001,1921.32,1943.15,2128.15,2065.25
TiZr,0.67,,,11.3468,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,152.72,0.04926272580621792,1.1126760563380282,16.0,0.0,4.85,6.25,5.787999999999999,0.0,10.4624,1927.82,1943.15,2128.15,2067.1000000000004
TiZr,0.68,,,11.3888,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,152.88,0.048820110056266276,1.1126760563380282,16.0,0.0,4.85,6.25,5.802,0.0,10.5184,1934.31,1943.15,2128.15,2068.95
TiZr,0.6900000000000001,,,11.4332,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,153.04,0.04835266525811684,1.1126760563380282,16.0,0.0,4.85,6.25,5.816,0.0,10.5776,1940.81,1943.15,2128.15,2070.8
TiZr,0.7000000000000001,,,11.479999999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,153.2,0.04785979838073988,1.1126760563380282,16.0,0.0,4.85,6.25,5.83,0.0,10.64,1947.3,1943.15,2128.15,2072.65
TiZr,0.71,,,11.5292,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,153.36,0.04734085051450571,1.1126760563380282,16.0,0.0,4.85,6.25,5.844,0.0,10.7056,1952.72,1943.15,2128.15,2074.5
TiZr,0.72,,,11.5808,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,153.51999999999998,0.04679508977726661,1.1126760563380282,16.0,0.0,4.85,6.25,5.8580000000000005,0.0,10.7744,1959.21,1943.15,2128.15,2076.3500000000004
TiZr,0.73,,,11.634799999999998,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,153.68,0.04622170303055303,1.1126760563380282,16.0,0.0,4.85,6.25,5.872,0.0,10.8464,1965.71,1943.15,2128.15,2078.2000000000003
TiZr,0.74,,,11.691199999999998,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,153.84,0.04561978616632623,1.1126760563380282,16.0,0.0,4.85,6.25,5.886,0.0,10.9216,1972.2,1943.15,2128.15,2080.05
TiZr,0.75,,,11.749999999999998,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,154.0,0.0449883326641267,1.1126760563380282,16.0,0.0,4.85,6.25,5.9,0.0,11.0,1978.7,1943.15,2128.15,2081.9
TiZr,0.76,,,11.8112,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,154.16,0.044326220039569514,1.1126760563380282,16.0,0.0,4.85,6.25,5.914,0.0,11.0816,1985.19,1943.15,2128.15,2083.75
TiZr,0.77,,,11.874799999999997,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,154.32,0.04363219370140136,1.1126760563380282,16.0,0.0,4.85,6.25,5.928,0.0,11.1664,1991.69,1943.15,2128.15,2085.6
TiZr,0.78,,,11.9408,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,154.48000000000002,0.04290484759649502,1.1126760563380282,16.0,0.0,4.85,6.25,5.942,0.0,11.2544,1998.18,1943.15,2128.15,2087.4500000000003
TiZr,0.79,,,12.0092,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,154.64,0.042142600836867695,1.1126760563380282,16.0,0.0,4.85,6.25,5.9559999999999995,0.0,11.345600000000001,2003.6,1943.15,2128.15,2089.3
TiZr,0.8,,,12.080000000000002,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,154.8,0.041343669250646004,1.1126760563380282,16.0,0.0,4.85,6.25,5.97,0.0,11.440000000000001,2010.09,1943.15,2128.15,2091.15
TiZr,0.81,,,12.1532,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,154.96,0.04050603045107489,1.1126760563380282,16.0,0.0,4.85,6.25,5.984,0.0,11.537600000000001,2016.59,1943.15,2128.15,2093.0
TiZr,0.8200000000000001,,,12.2288,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,155.12,0.03962738053078612,1.1126760563380282,16.0,0.0,4.85,6.25,5.997999999999999,0.0,11.6384,2023.08,1943.15,2128.15,2094.8500000000004
TiZr,0.8300000000000001,,,12.306799999999999,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,155.28,0.03870507979596693,1.1126760563380282,16.0,0.0,4.85,6.25,6.012,0.0,11.7424,2029.58,1943.15,2128.15,2096.7
TiZr,0.84,,,12.3872,Ti,Zr,HCP,HCP,142.0,158.0,0.0,0,,0.0,155.44,0.03773608395228688,1.1126760563380282,16.0,0.0,4.85,6.25,6.026,0.0,11.849599999999999,2034.99,1943.15,2128.15,2098.55
